clsKM,freq,freq_1cls,ratio,agent_utterance,theme,agent_utterance_refine,cls,ID,ID4,name,number,cls_ID_state,cls_ID_action,precan_0,precan_1,precan_2,precan_3,precan_4,precan_5,precan_6,precan_7,precan_8,precan_9,precan_10,precan_11,precan_12,precan_13,precan_14,precan_15,precan_16,precan_17,precan_18,precan_19,precan_20,precan_21,precanb_0,precanb_1,precanb_2,precanb_3,precanb_4,precanb_5,precanb_6,precanb_7,precanb_8,precanb_9,precanb_10,precanb_11,precanb_12,precanb_13,precanb_14,precanb_15,precanb_16,precanb_17,precanb_18,precanb_19,precanb_20,precanb_21,precanb_22,cls_ID4,ID117,cls_ID
5,18,18,1, すごいですね。,default, すごいですね。,re_o_m,7,0,5_d_8,9,re_o_m_0,re_o_m_7,qs_o_s_13,qs_o_s_14,qs_x_s_7,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,76,re_o_m_7
5,3,3,1, そうなんですか．それでは一度独自で調べてみたいと思います．,default, そうなんですか。それでは一度独自で調べてみたいと思います。,re_o_m,8,0,5_d_10,10,re_o_m_0,re_o_m_8,,,,,,,,,,,,,,,,,,,,,,,qs_o_s_1,qs_o_s_3,qs_o_s_9,qs_x_s_14,qs_x_s_15,qs_x_s_18,qs_x_s_0,qs_x_s_2,qs_x_s_3,qs_x_s_5,qs_x_s_6,qs_x_s_8,qs_x_s_11,qs_x_s_17,qs_x_s_21,qs_x_s_23,qs_x_s_25,qs_x_s_28,qs_x_s_30,qs_x_s_33,qs_x_s_35,qs_x_s_36,,re_0,77,re_o_m_8
5,38,38,1, 本当ですか！,default, 本当ですか！,re_o_m,9,0,5_d_11,11,re_o_m_0,re_o_m_9,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,78,re_o_m_9
5,1,1,1, そうなんですか．私も独自に調べてみますね．,default, そうなんですか。私も独自に調べてみますね。,re_o_m,8,0,5_d_10,12,re_o_m_0,re_o_m_8,,,,,,,,,,,,,,,,,,,,,,,qs_o_s_1,qs_o_s_3,qs_o_s_9,qs_x_s_14,qs_x_s_15,qs_x_s_18,qs_x_s_0,qs_x_s_2,qs_x_s_3,qs_x_s_5,qs_x_s_6,qs_x_s_8,qs_x_s_11,qs_x_s_17,qs_x_s_21,qs_x_s_23,qs_x_s_25,qs_x_s_28,qs_x_s_30,qs_x_s_32,qs_x_s_33,qs_x_s_35,qs_x_s_36,re_0,79,re_o_m_8
5,1,1,1, 大変ですよね。,default, 大変ですよね。,re_o_m,10,0,5_d_13,13,re_o_m_0,re_o_m_10,qs_o_s_13,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,80,re_o_m_10
5,3,3,1, いいですね，とても興味深いです！,default, いいですね、とても興味深いです！,re_o_m,11,0,5_d_14,14,re_o_m_0,re_o_m_11,,,,,,,,,,,,,,,,,,,,,,,qs_o_s_1,qs_o_s_3,qs_o_s_9,qs_o_s_11,qs_x_s_3,qs_x_s_5,qs_x_s_6,qs_x_s_11,qs_x_s_14,qs_x_s_17,qs_x_s_18,qs_x_s_23,qs_x_s_25,qs_x_s_28,qs_x_s_30,qs_x_s_34,qs_x_s_35,,,,,,,re_0,81,re_o_m_11
5,4,4,1, 面白いですよね。,default, 面白いですよね。,re_o_m,0,0,5_d_0,15,re_o_m_0,re_o_m_0,,,,,,,,,,,,,,,,,,,,,,,qs_o_s_5,qs_o_s_6,qs_o_s_7,qs_o_s_8,qs_o_s_9,qs_o_s_10,qs_o_s_15,qs_x_s_24,qs_x_s_26,qs_x_s_27,qs_x_s_29,qs_x_s_36,qs_x_s_23,qs_x_s_25,qs_x_s_13,qs_x_s_16,,,,,,,,re_0,82,re_o_m_0
5,3,3,1, それは大変ですよね。,default, それは大変ですよね。,re_o_m,12,0,5_d_13,16,re_o_m_0,re_o_m_12,qs_o_s_13,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,83,re_o_m_12
5,2,2,1, すごい！,default, すごい！,re_o_m,7,0,5_d_8,17,re_o_m_0,re_o_m_7,qs_o_s_13,qs_o_s_14,qs_x_s_7,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,84,re_o_m_7
5,8,8,1, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,default, なるほど、それは面白そうですね。今度知り合いにもすすめてみたいと思います！,re_o_m,0,0,5_d_0,18,re_o_m_0,re_o_m_0,,,,,,,,,,,,,,,,,,,,,,,qs_o_s_5,qs_o_s_6,qs_o_s_7,qs_o_s_8,qs_o_s_9,qs_o_s_10,qs_o_s_15,qs_x_s_24,qs_x_s_26,qs_x_s_27,qs_x_s_29,qs_x_s_36,qs_x_s_23,qs_x_s_25,qs_x_s_13,qs_x_s_16,,,,,,,,re_0,85,re_o_m_0
5,12,12,1, それは面白そうですね。,default, それは面白そうですね。,re_o_m,0,0,5_d_0,19,re_o_m_0,re_o_m_0,,,,,,,,,,,,,,,,,,,,,,,qs_o_s_5,qs_o_s_6,qs_o_s_7,qs_o_s_8,qs_o_s_9,qs_o_s_10,qs_o_s_15,qs_x_s_24,qs_x_s_26,qs_x_s_27,qs_x_s_29,qs_x_s_36,qs_x_s_23,qs_x_s_25,qs_x_s_13,qs_x_s_16,,,,,,,,re_0,86,re_o_m_0
5,14,14,1, なるほど、それは面白そうですね。,default, なるほど、それは面白そうですね。,re_o_m,0,0,5_d_0,20,re_o_m_0,re_o_m_0,,,,,,,,,,,,,,,,,,,,,,,qs_o_s_5,qs_o_s_6,qs_o_s_7,qs_o_s_8,qs_o_s_9,qs_o_s_10,qs_o_s_15,qs_x_s_24,qs_x_s_26,qs_x_s_27,qs_x_s_29,qs_x_s_36,qs_x_s_23,qs_x_s_25,qs_x_s_13,qs_x_s_16,,,,,,,,re_0,87,re_o_m_0
5,10,10,1, なるほど、健康的で、ステキですね・・,スポーツ, なるほど、健康的で素敵ですね。,re_o_m,13,0,5_s_0,0,re_o_m_0,re_o_m_13,qs_x_s_6,qs_x_s_7,qs_x_s_8,qs_o_s_2,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,88,re_o_m_13
5,9,9,1, いいですね。テレビ観戦も楽しそうですね！,スポーツ, いいですね。テレビ観戦も楽しそうですね！,re_o_m,14,0,5_s_1,1,re_o_m_0,re_o_m_14,qs_x_s_9,qs_x_s_10,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,89,re_o_m_14
5,2,2,1, なるほど、面白そうですね，機会があればわたしも見てみたいです！,スポーツ, なるほど、面白そうですね。機会があれば私も見てみたいです！,re_o_m,15,0,5_s_2,2,re_o_m_0,re_o_m_15,qs_x_s_9,qs_x_s_10,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,90,re_o_m_15
5,10,10,1, とても楽しそうですね。,音楽, とても楽しそうですね。,re_o_m,16,0,5_m_0,0,re_o_m_0,re_o_m_16,qs_x_s_15,qs_x_s_18,qs_x_s_21,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,91,re_o_m_16
5,2,2,1, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,音楽, そうなんですね。新しい知識が増えました。私も一度聞いてみたいと思います！,re_o_m,17,0,5_m_1,1,re_o_m_0,re_o_m_17,qs_x_s_13,qs_x_s_20,qs_o_s_5,qs_o_s_6,qs_o_s_7,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,92,re_o_m_17
5,2,2,1, すごいですね。一度聞かせていただけるとうれしいです。,音楽, すごいですね。一度聞かせていただけるとうれしいです。,re_o_m,18,0,5_m_2,2,re_o_m_0,re_o_m_18,qs_x_s_16,qs_x_s_19,qs_x_s_21,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,93,re_o_m_18
5,4,4,1, とても美味しそうですね。今度知りあいにもすすめてみようと思います・・,食事, とても美味しそうですね。今度知りあいにもすすめてみようと思います。,re_o_m,19,0,5_e_0,0,re_o_m_0,re_o_m_19,qs_x_s_27,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,94,re_o_m_19
5,8,8,1, そうですか、とても美味しそうですね・・,食事, そうですか、とても美味しそうですね。,re_o_m,20,0,5_e_0,1,re_o_m_0,re_o_m_20,qs_x_s_27,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,95,re_o_m_20
5,11,11,1, なるほど、それは美味しそうですね・・,食事, なるほど、それは美味しそうですね。,re_o_m,21,0,5_e_0,2,re_o_m_0,re_o_m_21,qs_x_s_27,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,96,re_o_m_21
5,7,7,1, なるほど、それはリラックスできますね。,旅行, なるほど、それはリラックスできますね。,re_o_m,22,0,5_t_0,0,re_o_m_0,re_o_m_22,qs_x_s_30,qs_o_s_12,qs_o_s_14,qs_x_s_30,qs_x_s_31,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,97,re_o_m_22
5,10,10,1, なるほど、それは素晴らしい経験ですね。,旅行, なるほど、それは素晴らしい経験ですね。,re_o_m,23,0,5_t_1,1,re_o_m_0,re_o_m_23,qs_o_s_12,qs_o_s_13,qs_o_s_14,qs_x_s_30,qs_x_s_31,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,98,re_o_m_23
5,5,5,1, すごい！面白い体験をされましたね!,旅行, すごい！面白い体験をされましたね!,re_o_m,24,0,5_t_1,2,re_o_m_0,re_o_m_24,qs_o_s_12,qs_o_s_13,qs_o_s_14,qs_x_s_30,qs_x_s_31,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,re_0,99,re_o_m_24
6,31,31,1, もう少し詳しく教えていただいていいですか。,default, もう少し詳しく教えていただいていいですか？,qs_o_d,0,0,6_d_0,0,qs_o_d_0,qs_o_d_0,,,,,,,,,,,,,,,,,,,,,,,qs_o_s_1,qs_o_s_3,qs_x_s_3,qs_x_s_5,qs_x_s_11,qs_x_s_21,qs_x_s_30,qs_x_s_33,qs_x_s_36,,,,,,,,,,,,,,,qs_53,100,qs_o_d_0
6,3,3,1, どういったところが好きなんですか？,default, どういったところが好きなんですか？,qs_o_d,1,1,6_d_1,1,qs_o_d_0,qs_o_d_1,qs_x_s_0,qs_o_s_8,qs_x_s_7,qs_x_s_4,qs_x_s_10,qs_x_s_12,qs_x_s_14,qs_x_s_29,qs_x_s_25,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_54,101,qs_o_d_1
6,20,20,1, 具体的に教えてもらっていいですか？,default, 具体的に教えてもらっていいですか？,qs_o_d,2,2,6_d_2,2,qs_o_d_0,qs_o_d_2,qs_x_s_35,qs_x_s_6,qs_x_s_12,qs_x_s_15,qs_x_s_21,qs_x_s_22,qs_x_s_25,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_55,102,
6,13,13,1, 具体的には教えてもらえますか？,default, 具体的には教えてもらえますか？,qs_o_d,2,2,6_d_2,3,qs_o_d_0,qs_o_d_2,qs_x_s_35,qs_x_s_6,qs_x_s_12,qs_x_s_15,qs_x_s_21,qs_x_s_22,qs_x_s_25,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_55,103,
6,9,9,1, 具体的には何ですか？,default, 具体的には何ですか？,qs_o_d,2,2,6_d_2,4,qs_o_d_0,qs_o_d_2,qs_x_s_35,qs_x_s_6,qs_x_s_12,qs_x_s_15,qs_x_s_21,qs_x_s_22,qs_x_s_25,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_55,104,
6,5,5,1, それのどういったところが好きなんですか？,default, それのどういったところが好きなんですか？,qs_o_d,3,3,6_d_5,5,qs_o_d_0,qs_o_d_3,qs_x_s_0,qs_o_s_8,qs_x_s_7,qs_x_s_4,qs_x_s_10,qs_x_s_12,qs_x_s_14,qs_x_s_29,qs_x_s_25,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_56,105,
6,19,19,1, 具体的にはどういったものですか？,default, 具体的にはどういったものですか？,qs_o_d,4,4,6_d_6,6,qs_o_d_0,qs_o_d_4,qs_x_s_35,qs_x_s_6,qs_x_s_12,qs_x_s_15,qs_x_s_21,qs_x_s_22,qs_x_s_25,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_57,106,
6,2,2,1, ほかには、ありますか？,default, ほかには、ありますか？,qs_o_d,5,5,6_d_7,7,qs_o_d_0,qs_o_d_5,qs_o_s_0,qs_x_s_1,qs_o_s_8,qs_x_s_4,qs_x_s_9,qs_x_s_13,qs_x_s_20,qs_x_s_27,qs_x_s_34,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_58,107,
6,3,3,1, 具体的に教えてください？,default, 具体的に教えてください？,qs_o_d,2,2,6_d_2,8,qs_o_d_0,qs_o_d_2,qs_x_s_35,qs_x_s_6,qs_x_s_12,qs_x_s_15,qs_x_s_21,qs_x_s_22,qs_x_s_25,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_55,108,
6,2,2,1, そのほかで、おすすめのものはありますか？あったら教えてください．,default, そのほかで、おすすめのものはありますか？あったら教えてください？,qs_o_d,6,6,6_d_9,9,qs_o_d_0,qs_o_d_6,qs_o_s_0,qs_x_s_1,qs_o_s_8,qs_x_s_4,qs_x_s_9,qs_x_s_13,qs_x_s_20,qs_x_s_27,qs_x_s_34,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_59,109,
6,6,6,1, そのほかにおすすめのものはありますか？,default, そのほかにおすすめのものはありますか？,qs_o_d,6,6,6_d_9,10,qs_o_d_0,qs_o_d_6,qs_o_s_0,qs_x_s_1,qs_o_s_8,qs_x_s_4,qs_x_s_9,qs_x_s_13,qs_x_s_20,qs_x_s_27,qs_x_s_34,re_x_m_0,re_x_d_0,re_o_m_0,io_0,qs_o_d_0,thank_0,thank_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qs_59,110,
7,19,19,1, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,スポーツ, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,io,0,0,7_s_0,0,io_0,io_0,qs_x_s_3,qs_x_s_5,qs_x_s_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,io_0,111,io_0
7,4,4,1, まだまだ寒いので、体を動かして温まりたいですよね。,スポーツ, まだまだ寒いので、体を動かして温まりたいですよね。,io,0,0,7_s_1,1,io_0,io_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,io_1,112,io_1
7,4,4,1, なまで演奏をきくと、迫力があって、感動するみたいですね！,音楽, なまで演奏をきくと、迫力があって、感動するみたいですね！,io,0,0,7_m_0,0,io_0,io_2,qs_x_s_15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,io_2,113,io_2
7,3,3,1, わたしも実際に、演奏をきいてみたいものです。,音楽, わたしも実際に、演奏をきいてみたいものです。,io,0,0,7_m_1,1,io_0,io_3,,,,,,,,,,,,,,,,,,,,,,,qs_x_s_14,,,,,,,,,,,,,,,,,,,,,,,io_3,114,io_3
7,8,8,1, 私の友人はあんこ系が好きだそうです。あずきときなこは、体や肌にいいそうで、よく食べてるそうです・・,食事, 私の友人はあんこ系が好きだそうです。あずきときなこは体や肌にいいそうで、よく食べてるそうです。,io,0,0,7_e_0,0,io_0,io_4,qs_x_s_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,io_4,115,io_4
7,4,4,1, 先日、旅行にいったしりあいが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです・・,旅行, 先日旅行にいった知り合いが、サグラダファミリア教会は「見ると感動する」と言っていました。そのほかグエル公園なども人気で、ほかには美術館もたくさんあって、「ピカソ」や「ミロ」もあるそうです。,io,0,0,7_t_0,0,io_0,io_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,io_5,116,io_5
8,,,,*** これからスポーツの話をしましょう***,スポーツ,,ct,0,0,8_d_0,,ct_0,ct_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ct_0,117,ct_0
8,,,,*** これから音楽の話をしましょう***,音楽,,ct,0,0,8_d_1,,ct_0,ct_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ct_1,118,ct_1
8,,,,*** これから食事の話をしましょう***,食事,,ct,0,0,8_d_2,,ct_0,ct_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ct_2,119,ct_2
8,,,,*** これから旅行の話をしましょう***,旅行,,ct,0,0,8_d_3,,ct_0,ct_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ct_3,120,ct_3
