name,sys_utterance,user_utterance,UI3average,UI3average_diff,
1902F4002_059, その旅先で美味しい食べ物はたべましたか・・,食べました,5.2,-0.4,
1902F4002_060, 具体的には教えてもらえますか？,北海道はいろいろ下の子がありますけど地味なところでジャガイモが美味しいですね蒸したじゃがいもにバターをのせるやつどうでもいいです,5.8,0.6,
1902F4002_061, なるほど。,＊,4,-1.8,
1902F4002_062, その旅先で何が一番楽しかったですか？,そうだよ昔の楽しかったこと後は函館の夜景とかも綺麗でしたねお家の風景が良かったかなとは食べ物とかどうでもよかったです,5.4,1.4,
1902F4002_063, 「温泉」などリフレッシュするためにいきますか？,行きたいんですけどねなかなかちょっと今は忙しくていけないですね,3.4,-2,
1902F4002_064, 貴重な体験談をありがとうございました。,＊,4.4,1,
1902F4002_067, なるほど。,＊,3.4,-1,
1902F4003_009, 甘いものと、からいものどちらがお好きですか？,辛いものが好きです,4.8,0.8,
1902F4003_010, からい食べものとはどんな食べものが好きですか？,買い物気分になるか今の季節だったらお子様からお酒には後ろからとかそういうのが結構好きです,5.8,1,
1902F4003_011, それは「最近」食べられたんですか？,最近なんかの中だよ友達と日本酒の会っていうのは今やってましてそこであのを持ち寄ってそれのためたりしてます,6.4,0.600000000000001,
1902F4003_012, どこで食べられたんですか・・,でも友達です,5.4,-1,
1902F4003_013, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,求め方いいですよねあとここにいたのでももう入れるとすごく美味しいと思います,6.6,1.2,
1902F4003_014, なるほど、よくご存じですね・・,＊,5.6,-1,
1902F4003_015, そのほかにおすすめのものはありますか？,私が好きなのはアボカドとマグロの店も本当にわさび場で会えるだけなんですけどそれは結構津波で,6,0.4,
1902F4003_016, なるほど、それは美味しそうですね・・,＊,4.2,-1.8,
1902F4003_019, 休日は家で過ごすほうが多いですか？外出することが多いですか？,休日は家族と最近キャンプに行くことが多いです,5.4,1.4,
1902F4003_020, そとで過ごすときはスポーツをしたりしますか・・,そうですあまりないですねこの間久々にみんなでバトミントンしました,5,-0.4,
1902F4003_021, スポーツはするほうが好きですか？それとも見るほうが好きですか？,見るのもするのも好きなものを選んであまり興味ないものは興味ないです,3.8,-1.2,
1902F4003_022, 健康のため、とか、リフレッシュするため、とかですか？,家族でできるものっていうのがスポーツっていいんじゃないかなと思ってね取り入れてます,5.2,1.4,
1902F4003_023, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,＊,4.8,-0.4,
1902F4003_024, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,そうですよねでもなかなかスケートが眠れるかどうかってことが今考えてるところです,5.8,1,
1902F4003_025, パリで開催されるオリンピックを、見にいく予定はありますか？,ケントが取れたら行きたいです,5.4,-0.4,
1902F4003_026, なるほど、そうなんですね。,＊,4,-1.4,
1902F4003_027, オリンピックは今までに見たことはありますか？,＊,4.2,0.2,
1902F4003_029, なるほど、そうなんですね。,＊,4,1.6,
1902F4003_031, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,そうですね家で今家で仕事をしてるので家出る時はもう仕事が家事をしてることが多いですテレビとか漫画とかゲームは全く見ないです,4,0,
1902F4003_033, 最近音楽は聞きましたか？,派遣先あまり聞いてないですね,3.8,-0.4,
1902F4003_034, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,特に何も決まってないですけれどもまなかちゃんが好きだなぁと思う曲があれば行きたいと思います,4.6,0.8,
1902F4003_035, 具体的に教えてもらっていいですか？,そうですねでも私がテレビは見ないんですけどラジオはすごく好きでラジオよくかけてるんで洋楽も邦楽もいろんな曲を聴くことがあります,5.2,0.600000000000001,
1902F4003_036, なるほど、そうなんですね。,＊,4,-1.2,
1902F4003_037, おすすめの曲はありますか？,そうですかなんかなんですかねすいませんわからないです,2.8,-1.2,
1902F4003_038, そうですか、残念です・・,＊,3.4,0.6,
1902F4003_039, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,LINE は使ってます,4,0.6,
1902F4003_040, 具体的になんのために利用していますか？,今まで使ってなかったんですけど周りが LINE でやり取りする方が楽なっていうのが多くなって私も LINE やりとりをするようになったっていう感じですあと電話も無料で出来るって事ですごく便利なのでよく使ってます,4.4,0.4,
1902F4003_041, なるほど、そういうふうに利用されているのですね。,＊,4.4,0,
1902F4003_042, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,あんまりないです,3.4,-1,
1902F4003_043, そうなんですね。,＊,3.8,0.4,
1902F4003_044, ショッピングで「アマゾン」などはよく利用しますか？,＊,5,1.2,
1902F4003_045, 使い心地はどうですか？,プライム会員なってすごく便利ですでもかかしの会に比べるとちょっと内容が出るような感じがするのでどうかなと思って,4.4,-0.6,
1902F4003_046, なるほど。,＊,3.8,-0.600000000000001,
1902F4003_047, 具体的にどういったものを買いますか？,買うのがこの後すぐなんか今日頼んだら今日届いたり今日頼んだりも明日届くのでなかなかスーパーに行くより先に待つね頭にくる何処で買うとかあと何だろうキャンプ用品とかも良かったりします,5.2,1.4,
1902F4003_048, なるほど、そうなんですね。,＊,3.8,-1.4,
1902F4003_051, 学生時代、一番楽しかった学年はありますか？,ダークニャン難しいですよね,2.2,-2,
1902F4003_052, その時、どんなことをしたのですか？,なんとかな臭いとか高ますか,4.6,2.4,
1902F4003_053, 運動会や、学芸会などのイベントで面白かった体験はありますか？,犬の動画の曲高校生の頃中の自分達で起きてとかだったのが楽しかったね,5.2,0.600000000000001,
1902F4003_054, もう少し詳しく教えていただいていいですか。,陸上部に所属していたんですけど陸上部のみんなでおでんをだったのかもです,5.6,0.4,
1902F4003_055, なるほど。,＊,4,-1.6,
1902F4003_056, ほかにエピソードはありますか？,大学の頃に喝采の曲とかやってたのが楽しかったです,5,1,
1902F4003_057, もう少し詳しく教えていただいていいですか。,城東高校3年生の時に出会ったお友達が同じ学校に行くのでその子と一緒に学園祭の支度をしようということで実に怒った声のやりたいなーっていうことに向かってやっているところがとても助かって,5.2,0.2,
1902F4003_058, それは面白そうですね。,＊,3.8,-1.4,
1902F4003_059, 最近、学校にはいきましたか？,最近過去にも行ってない,3.2,-0.6,
1902F4003_060, 最近、お子さんの学校のピーティーエーはたいへんと聞きますが、参加されたことはありますか？,夢でいいの変わってます,4.4,1.2,
1902F4003_061, もう少し詳しく教えていただいていいですか。,予定の方で広報のいい置いてます子供たちの様子とか忘れたりとか自分たちがこういう風なことを相談したいなと思ったことを幼稚園があるけど企画あげてきてねえ予定で向かってます,5.2,0.8,
1902F4003_062, それはご活躍されたんですね・・,＊,5.4,0.2,
1902F4003_063, それは楽しい時間でしたね！,＊,4.6,-0.800000000000001,
1902F4003_064, 貴重な体験談をありがとうございました・・,＊,4.4,-0.199999999999999,
1902F4003_066, 旅行にはよく行かれますか？,最近はもう毎月1回キャンプに行くぐらいでどこかだと去年は8年前にも毎年カニを食べに行きます,5,0.8,
1902F4003_067, その旅先で何が一番楽しかったですか？,家の中が帰って感じでとても部屋が広くて部屋が良かったですとりあえず,6,1,
1902F4003_068, 旅行に行くときはなにか目的はありますか？,カニを食べに行くときは改行食べるって目的があります,4,-2,
1902F4003_069, なるほど、そうなんですね。,＊,3.6,-0.4,
1902F4003_070, 「温泉」などリフレッシュするためにいきますか？,お風呂も何度も入ります,4.8,1.2,
1902F4003_071, なるほど、それはリラックスできますね。,＊,4.2,-0.6,
1902F4003_072, 貴重な体験談をありがとうございました。,＊,3.6,-0.6,
1902F4003_075, なるほど、勉強になります・・,＊,4,-1.4,
1902F4003_076, ありがとうございました・・,＊,4,0,
1902F4004_008, 甘いものと、からいものどちらがお好きですか？,甘いものが好きです,5.6,1.6,
1902F4004_009, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,ケーキもチョコレートも大好きです,6.4,0.800000000000001,
1902F4004_010, 普段はどこでスイーツを買いますか？,そうですねすごいですね,5.6,-0.800000000000001,
1902F4004_011, その中でもおすすめのスイーツはありますか？,そうですね特におすすめは何ですいろんなもの食べてます,4.6,-1,
1902F4004_012, なるほど。,＊,4.2,-0.4,
1902F4004_013, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,特別の教科書は大概デパートに行きます,5.4,1.2,
1902F4004_014, 具体的に教えてもらっていいですか？,大丈夫です,4.8,-0.600000000000001,
1902F4004_018, そうなんですね。,＊,4.2,-1.4,
1902F4004_021, 休日は家で過ごすほうが多いですか？外出することが多いですか？,家で過ごすことが多いです,5.2,1,
1902F4004_022, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,そうですね本を見たり本を読んだりテレビを見たり映画を見たりしています,5.2,0,
1902F4004_023, なるほど、そうなんですね。,＊,4.4,-0.8,
1902F4004_025, 本はよく読む方ですか？,行かないです本を読むのが好きなのでよく読んだ本を繰り返して読んでいます,4.8,0.6,
1902F4004_026, 最近本は読みましたか？,読みました,4.8,0,
1902F4004_027, 具体的に教えてもらっていいですか？,そうですね最近読んだ本はスピリチュアル系の本を読みました,5.4,0.600000000000001,
1902F4004_028, その本のどういったところが好きなんですか？,そうですね目に見えない世界のこと教えてくれたりするので好きです,5.2,-0.2,
1902F4004_029, そうなんですか，その作品はおすすめですか？,そこそこおすすめです5代が好きなので全員にお勧めというわけにはいかないです,4.4,-0.8,
1902F4004_030, なるほど。,＊,4,-0.4,
1902F4004_031, そうなんですね。,＊,4,0,
1902F4004_033, さいきんドラマは見ましたか？,そうですねはい見ました,5,0.8,
1902F4004_034, ドラマはよく見る方ですか？,よく見るわけでもないですねちょこちょこ見ています,4.2,-0.8,
1902F4004_035, 具体的には何ですか？,そうですね Amazon プライムでやっていたドラマを見ました,4.8,0.6,
1902F4004_036, もう少し詳しく教えていただいていいですか。,稲垣吾郎と要潤と勝地涼が出ている東京 beth というドラマを見ますと,5.4,0.600000000000001,
1902F4004_037, そのドラマはどんな内容なんですか？,シェアハウスに住んでいる3人の男性の物語では3人が血液型に分かれているのでその血液型についてちょっと解説があるようなドラマのドラマで,5.2,-0.2,
1902F4004_038, そのドラマのどういったところが好きなんですか？,そうですね担任のリビングでの会話が透けてる,5,-0.2,
1902F4004_039, なるほど、それは面白そうですね。今度しりあいにもすすめてみたいと思います！,ありがとうございます是非進めてください,5,0,
1902F4004_040, ありがとうございました・・,＊,4.2,-0.8,
1902F4004_042, 最近見た映画はありますか？,そうですね最近特には見てないですね,2.8,-1.2,
1902F4004_043, おすすめの映画ってありますか？,そうですね昔の映画になるけれどタイタニックとかが好きおすすめです,4.8,2,
1902F4004_044, 洋画が好きなんですか，おすすめの洋画ってありますか？,そうですねすごいおすすめはないですねごめんなさい,2.6,-2.2,
1902F4004_045, なるほど、そうなんですね。,＊,3,0.4,
1902F4004_046, ありがとうございました・・,こちらこそありがとうございます,4.2,1.2,
1902F4004_048, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,そうですね最近はツイッターを見たり少し前までは Facebook をしたりしてました,5.4,1.4,
1902F4004_049, 具体的になんのために利用していますか？,そうですね Twitter 自分の好きな人の情報を得たりとか自分の知りたい情報を得るために使っている服がそうですね見てかな人とつながるために使っております,5.8,0.4,
1902F4004_050, おすすめの便利なきのうとかはありますか？,そうですねやはり自分が気になった人をフォローしていると情報がいろいろ流れてくるので便利です探しに行かなくてもその情報を探しに行かなくてもいいので便利ですね,5.6,-0.2,
1902F4004_051, なるほど、そういうふうに利用されているのですね。,＊,4.4,-1.2,
1902F4004_052, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,ありますねブログを使っている時にちょっと攻撃的なコメントを入られた入れられたことがあってどうしようかと思ったことがあります,4.6,0.199999999999999,
1902F4004_055, なるほど、勉強になります・・,いいえとんでもないです,4.6,-0.2,
1902F4004_056, ショッピングで「アマゾン」などはよく利用しますか？,うんこではないですけど利用しています,4.6,0,
1902F4004_057, 具体的にどういったものを買いますか？,そうですね電気電子機器が多いですねあとは本当かこの間ジュエリーとかも買いました,4.8,0.2,
1902F4004_058, 本当ですか！,＊,3,-1.8,
1902F4004_059, そうなんですね。,＊,3.6,0.6,
1902F4004_062, さいきん旅行には行きましたか？,そうですね9年にオーストラリアに行きました,5.6,1.4,
1902F4004_063, その旅先で何が一番楽しかったですか？,そうですねグレートバリアリーフに戻れたスノーケリングできたことがすごく楽しかったです,5.8,0.2,
1902F4004_064, すごい！面白い体験をされましたね!,そのすごい綺麗かったです是非見てもらいたいね,6.4,0.600000000000001,
1902F4004_065, ほかには何か面白いことはありましたか？,そうですねちょっとしたジャングルの中を体験するツアーに参加しましたその時にわりと看護しました,6.4,0,
1902F4004_066, すごいですね。,貴重な経験っていう体験でした,5,-1.4,
1902F4004_067, すごい！面白い体験をされましたね!,＊,4.2,-0.8,
1902F4004_068, ほかには何か面白いことはありましたか？,そうですね現地で出会った方々がとても親切で心温まる思いをしました,5,0.8,
1902F4004_069, そうなんですね。,＊,4.2,-0.8,
1902F4004_070, なるほど、それは素晴らしい経験ですね。,貴重な思い出になりました,4.2,0,
1902F4004_071, 旅行に行くときはなにか目的はありますか？,そうですね普段の生活で見えない体験できないことをしたりできたらなーって思っていますリラックスリラックスやリフレッシュもしたいですね,5.2,1,
1902F4004_072, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,そうですね美しい雄大な景色を見たり山を見たり海を見たりまた日本では見れない絵画が見れる美術館に行きたい行きとか顔を見るのが目的ですね,5.2,0,
1902F4004_073, それは面白そうですね。,面白いです楽しいです,5.2,0,
1902F4004_074, ありがとうございました・・,家を切ってもらってありがとうございます,4.8,-0.4,
1902F4005_007, なるほど、そうなんですね。,＊,4,-0.2,
1902F4005_010, 甘いものと、からいものどちらがお好きですか？,甘いものが好きです,5,1,
1902F4005_011, 甘いものでしたらチョコレートやケーキといった、どのジャンルのものを好んで食べますか？,チョコレートケーキが好きです,5.2,0.2,
1902F4005_012, 普段はどこでスイーツを買いますか？,そうですねだいたい近所のスーパーで買います,5,-0.2,
1902F4005_013, 具体的にはどういったものですか？,帰りにはお菓子売り場にあることが多いです,5,0,
1902F4005_014, その中でもおすすめのスイーツはありますか？,そうですねマカデミアナッツが入っているのが一番いいと思います,5.4,0.4,
1902F4005_015, そうなんですね。,＊,4.6,-0.800000000000001,
1902F4005_016, ちょっと特別なスイーツを買うときは近くのお店とか「デパートの地下」とか、利用しますか？,そうですねちょっと特別な道具は使う時があります,5.6,1,
1902F4005_017, もう少し詳しく教えていただいていいですか。,誕生日の時とかとバレンタインの時とか特別に買うときがあります,5,-0.6,
1902F4005_018, なるほど。,＊,3.8,-1.2,
1902F4005_019, 本当ですか！,＊,3,-0.8,
1902F4005_020, ありがとうございました・・,＊,3.6,0.6,
1902F4005_023, 休日は家で過ごすほうが多いですか？外出することが多いですか？,半々くらいです,4.6,0.6,
1902F4005_024, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,そうですね子供と一緒にいることが多いです,5.2,0.600000000000001,
1902F4005_026, 最近ハマっているゲームはありますか？,今ゲームのでよく遊んでいます,5.4,1.2,
1902F4005_027, いつもはどんなジャンルのゲームをするんですか？,子供がまたそんなにテレビゲームスマホ触ったりとか B とかやらないのでボードゲームをやっています人生ゲームとか,5.4,0,
1902F4005_028, なるほど、そうなんですね。,＊,4.2,-1.2,
1902F4005_029, そのゲームのどんなところが好きなんですか？,家族みんなで一緒に遊べるところが楽しいと思います,5.2,1,
1902F4005_030, なるほど、勉強になります・・,＊,4.4,-0.8,
1902F4005_031, 子供から大人まで最近はスイッチというゲーム機でゲームをするのが流行っているみたいですね。,＊,4.2,-0.2,
1902F4005_032, 代表的なものにスプラトゥーンやカービィ、マリオのゲームなどありますが、遊んだことはありますか？,そんなことはないです,3.6,-0.6,
1902F4005_033, 私の知りあいはマリオテニスを試してみたそうです！あんがい体も動かせて楽しかったと言っていました。よろしければ、今度ためしてみてください！,,試してみてください,4.6,1
1902F4005_034, そとで過ごすときはスポーツをしたりしますか・・,スポーツをする時にテニスをします,5,0.4,
1902F4005_035, スポーツはするほうが好きですか？それとも見るほうが好きですか？,どちらも好きですけれども,5,0,
1902F4005_036, 健康のため、とか、リフレッシュするため、とかですか？,そうですね健康のために,5.4,0.4,
1902F4005_037, なるほど、そうなんですね。,＊,4.2,-1.2,
1902F4005_038, 見るのが好きなんですね．最近はどこで見たんですか？,最近のパナソニックスタジアムでサッカーを見ました,5.4,1.2,
1902F4005_039, そのスポーツのおすすめポイントを教えてください＾＾,そうですね入った時にみんなで盛り上がって喜ぶところです,6.2,0.8,
1902F4005_040, なるほど、面白そうですね！,面白いです,5,-1.2,
1902F4005_041, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,＊,4.8,-0.2,
1902F4005_042, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,＊,4.6,-0.2,
1902F4005_043, オリンピックは今までに見たことはありますか？,実際には見たことは何円する,4.4,-0.199999999999999,
1902F4005_044, パリで開催されるオリンピックを、見にいく予定はありますか？,東京オリンピックの時にはぜひ見に行きたいと思ってます,5.4,1,
1902F4005_045, なるほど、そうなんですね。,＊,4.4,-1,
1902F4005_046, お子さんとはよく公園で遊びますか？,そうですね最近は寒いのであまり公園で遊ば,4.6,0.199999999999999,
1902F4005_047, お子さんと遊ぶのは体力が必要で、大変ですよね。,そうですねもう体力は子供の方があると思います,5.2,0.600000000000001,
1902F4005_048, 公園は近くにありますか？それとも自転車に乗って行かないと行けないですか？,近くに歩いて行けるところにあります,5,-0.2,
1902F4005_049, なるほど、そうなんですね。,＊,4,-1,
1902F4005_050, 私の知り合いは、子供と公園で遊ぶと、つぎの日は筋肉痛になるといっていました。,＊,5.8,1.8,
1902F4005_051, 大変ですよね。,＊,4.8,-1,
1902F4005_053, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,Twitter とか見るとなります,4.8,0.8,
1902F4005_054, 具体的になんのために利用していますか？,自分の好きな情報犬ために使ってます,4.8,0,
1902F4005_055, なるほど、そういうふうに利用されているのですね。,＊,4,-0.8,
1902F4005_056, おすすめの便利なきのうとかはありますか？,そこまで詳しくは分からないですただ見てるだけなんです,2.8,-1.2,
1902F4005_057, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,言ってください,3.6,0.8,
1902F4005_058, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,＊,3.4,-0.2,
1902F4005_059, なるほど、そうなんですね。,＊,3.8,0.4,
1902F4005_060, ショッピングで「アマゾン」などはよく利用しますか？,＊,4.6,0.8,
1902F4005_061, 具体的にどういったものを買いますか？,色々な物を買います重いものとかちょっとした向かいます,5.2,0.600000000000001,
1902F4005_062, なるほど。,＊,4,-1.2,
1902F4005_063, そうですか，いいものが見つかるといいですね．,＊,3.8,-0.2,
1902F4005_065, さいきん旅行には行きましたか？,最近は行ってないです,3,-1,
1902F4005_066, 今までいった「旅行」で特におすすめの場所はありますか？,沖縄はお勧めです,5,2,
1902F4005_067, その旅先で何が一番楽しかったですか？,とても綺麗だったのととマングローブの森でカヌーで遊んだのがすごく楽しかったです,5.8,0.8,
1902F4005_068, すごい！面白い体験をされましたね!,でも面白かったです,5.6,-0.2,
1902F4005_069, ほかには何か面白いことはありましたか？,他にもなおみ水族館に行って,5.6,0,
1902F4005_070, なるほど、それは面白そうですね。,＊,5,-0.6,
1902F4005_071, その旅先で美味しい食べ物はたべましたか・・,美味しい食べ物を食べました,5.4,0.4,
1902F4005_072, 具体的には教えてもらえますか？,＊,6,0.6,
1902F4005_073, それは、美味しそうですね。,＊,4.6,-1.4,
1902F4005_074, 旅行に行くときはなにか目的はありますか？,家族みんなが楽しめるところがいいなと思ってそういうみんなで楽しめる場所がある所を選んでます,5.2,0.600000000000001,
1902F4005_075, たとえば、たてものをみる、とか美術館にいく、とか、おいしいものをたべるとか・・,そうですね子供と一緒なので子供が好きな恐竜の博物館があったりとか意味があったりとか彼女とかそういう遊びができるところそんなふうにしてます,5.6,0.4,
1902F4005_076, なるほど、それは面白そうですね。,＊,4.4,-1.2,
1902F4005_077, 貴重な体験談をありがとうございました。,ありがとうございました,4.4,0,
1902F4005_080, 学生時代、たいへんだった体験はありますか？,あったと思うんですけど結構忘れてしまいました,3,-1,
1902F4005_081, 今までの体験の中で、そのほか、楽しかったことはありますか？,アウトドア修学旅行とか文化祭とか楽しかったです,5.2,2.2,
1902F4005_082, 運動会や、学芸会などのイベントで面白かった体験はありますか？,そうですね風邪の時に友達と一緒にバンドを組んで演奏したことが楽しかったです,6.2,1,
1902F4005_083, それは楽しい時間でしたね！,＊,5.2,-1,
1902F4005_084, ほかにエピソードはありますか？,旅行の時にみんなで時間ギリギリで回ったりとかそういうのが楽しかった,5.8,0.6,
1902F4005_085, それは楽しい時間でしたね！,＊,4.8,-1,
1902F4005_086, 貴重な体験談をありがとうございました・・,＊,4,-0.8,
1902F4005_089, そうですね・・ぜひ参考にさせていただきます。,＊,4.2,-1,
1902F4005_090, ありがとうございました・・,＊,4,-0.2,
1902F4006_006, なるほど、そうなんですね。,＊,4,-0.8,
1902F4006_010, 甘いものと、からいものどちらがお好きですか？,辛いものが好きです,5.2,1,
1902F4006_011, からい食べものとはどんな食べものが好きですか？,唐辛子系の食べ物が好きです,5.2,0,
1902F4006_013, そのほかにおすすめのものはありますか？,買い物は今ならやっぱダメとか赤丸からいいと思います,5.6,0,
1902F4006_014, それは「最近」食べられたんですか？,豆乳鍋の歌詞,5.8,0.2,
1902F4006_015, どこで食べられたんですか・・,＊,5.2,-0.6,
1902F4006_016, なるほど、それは美味しそうですね・・,＊,5,-0.2,
1902F4006_017, 私の知りあいの人はおつまみが好きで、さきいかにマヨネーズと七味をつけて食べるのが好きだそうです。おつまみは食べますか？,食べますからね,6.4,1.4,
1902F4006_018, そのほかにおすすめのものはありますか？,焼き鳥どん,5.8,-0.600000000000001,
1902F4006_019, なるほど、そうなんですね。,＊,4.4,-1.4,
1902F4006_020, ありがとうございました・・,＊,4.2,-0.2,
1902F4006_023, 休日は家で過ごすほうが多いですか？外出することが多いですか？,＊,5,0.8,
1902F4006_024, 家で過ごすとき、ゲームをしたり映画を見たり、本やマンガを読んだり、何をして過ごしますか？,漫画を読みますねテレビマン,5.2,0.2,
1902F4006_026, おすすめのアニメってありますか？,おすすめはないですごめんなさい,3,-1.2,
1902F4006_027, 見たことのあるものの中で一番好きなものはなんですか？,ガラスの仮面,5,2,
1902F4006_028, それは一体どういった内容なんですか？,演劇の中で,5.6,0.6,
1902F4006_028, それは一体どういった内容なんですか？,演劇の中で,5.6,0,
1902F4006_029, もう少し詳しく教えていただいていいですか。,一人の女の子が紅天井っていう大きな役を目指すためにいろんな種類に立ち向かわ演劇の漫画です,5,-0.6,
1902F4006_030, どういったところが好きなんですか？,普段は平凡であまり何もできないのに電撃のことになったらすごくできるところが好きです,6.2,1.2,
1902F4006_031, それは面白そうですね。,＊,4.4,-1.8,
1902F4006_032, おすすめの漫画ってありますか？,漫画まあ今のはガラス瓶のままです,2.8,-1.6,
1902F4006_033, そうなんですね。,＊,3.8,1,
1902F4006_035, さいきんドラマは見ましたか？,今見てます,4.8,0.8,
1902F4006_036, ドラマはよく見る方ですか？,面白そうだなと思ったのは,4.8,0,
1902F4006_038, そのドラマはどんな内容なんですか？,不動産売買をする女の人の話です,5.8,0,
1902F4006_039, そのドラマはどんな内容なんですか？,どんな内容どんな家でも,4.2,-1.6,
1902F4006_040, すごいですね。,＊,3.8,-0.4,
1902F4006_041, そのドラマのどういったところが好きなんですか？,主演の女優さんは演技が好きです,5.2,1.4,
1902F4006_042, なるほど、そうなんですね。,＊,3.8,-1.4,
1902F4006_044, 聞くとしたら、邦楽，洋楽，クラシックなどどんなジャンルを聞きますか？,邦楽と洋楽両方です,4.8,0.8,
1902F4006_045, 邦楽が好きなんですか。おすすめの歌手やきょくってありますか？,もう引退しちゃったんですけど安室奈美恵さんが好きでした今も好きです電車は誰かいますか,5.8,1,
1902F4006_047, その歌手のどういうところが好きなんですか？,かっこいいとこです,5.4,1.6,
1902F4006_048, カラオケは好きですか？,＊,4.8,-0.600000000000001,
1902F4006_049, カラオケで歌ったりするのですか？,たまに行きます,3.8,-1,
1902F4006_050, 具体的にはどういったものですか？,何を歌うか,3,-0.8,
1902F4006_051, はい、そうです。,安室ちゃんの歌ドリカムとか歌います,4,1,
1902F4006_052, 素敵な趣味ですね。,＊,4.2,0.2,
1902F4006_053, そのきょくのどういうところが好きなんですか？,トーカかっこいいところ,4.6,0.4,
1902F4006_054, 「スローテンポ」のきょくで、ボサノバとか、カフェでかかっているような音楽をかけてリラックスするひともいると聞きましたが、リラックスするために聞く、きょくとかはありますか？,たまに YouTube とかでリラクゼーションの曲を流したまま寝たり,5.2,0.600000000000001,
1902F4006_055, なるほど、勉強になります・・,＊,4,-1.2,
1902F4006_056, 具体的にはどういったものですか？,曲名とかは多分なくて何の音とか自然の音とかあるとじゃないという漢字,4.6,0.6,
1902F4006_057, なるほど、そうなんですね。,＊,4,-0.6,
1902F4006_058, ありがとうございました・・,＊,4,0,
1902F4006_061, 最近スポーツはしましたか？,最近は全然してないです,3.4,-0.6,
1902F4006_062, スポーツはするほうが好きですか？それとも見るほうが好きですか？,する方が好きです,3.6,0.2,
1902F4006_063, 健康のため、とか、リフレッシュするため、とかですか？,そうですね,4.6,1,
1902F4006_064, なるほど、そうなんですね。,＊,4,-0.6,
1902F4006_065, 健康のために、気をつけていることはありますか？,蟻の生活に気をつけて,4.4,0.4,
1902F4006_066, 具体的に教えてもらっていいですか？,お味噌汁作る時は必ずと出汁を取って使うとかあまり添加物を取らない,5.2,0.8,
1902F4006_067, そうですね・・ぜひ参考にさせていただきます。,＊,4.2,-1,
1902F4006_068, 2024年にはオリンピックがパリで開催されるようですね。ご存じですか？,＊,4.4,0.2,
1902F4006_069, 1924年以来100年ぶりのパリでのオリンピック開催らしいです。,＊,4.2,-0.2,
1902F4006_070, オリンピックは今までに見たことはありますか？,テレビでしかないでしょ,3.8,-0.4,
1902F4006_071, なるほど、そうなんですね。,＊,3.8,0,
1902F4006_072, パリで開催されるオリンピックを、見にいく予定はありますか？,なんで東京なんでなかなかないで,2.8,-1,
1902F4006_073, なるほど、そうなんですね。,＊,3.6,0.8,
1902F4006_075, さいきんは「エスエヌエス」をして、過ごすひともいると聞きますが、「エスエヌエス」はなにか利用しますか？,そうですねしてます,4.8,0.8,
1902F4006_076, 具体的になんのために利用していますか？,日記代わりにしてます,4.8,0,
1902F4006_077, 「エスエヌエス」を利用して、何か面白かったことはありますか・・,子供が居てるんですけど何年前の今日っていうのが出てくるのであこんなに大きくなったんだなっていうの写真で見て人気がありますかってて面白いです,5.8,1,
1902F4006_078, なるほど、そういうふうに利用されているのですね。,＊,4.2,-1.6,
1902F4006_079, おすすめの便利なきのうとかはありますか？,そこまでは詳しくないけど,3.4,-0.8,
1902F4006_080, なるほど、そうなんですね。,＊,4,0.6,
1902F4006_081, 「エスエヌエス」を利用していてハプニングにあったことはありますか？,＊,4.4,0.4,
1902F4006_082, 本当ですか！,公開を友達に叱ってないのでハプニングとかは特にないね,3.8,-0.600000000000001,
1902F4006_083, なるほど、そうなんですね。,＊,3.8,0,
1902F4006_084, ショッピングで「アマゾン」などはよく利用しますか？,＊,3.6,-0.2,
1902F4006_085, 具体的にどういったものを買いますか？,アマゾンで最近買ったのは外で組み立てて座れる椅子を買いました,4.8,1.2,
1902F4006_086, なるほど、そうなんですね。,＊,4,-0.8,
1902F4006_087, ありがとうございました・・,＊,3.8,-0.2,
1902F4006_089, さいきん旅行には行きましたか？,最近去年行ったのは別府温泉に連れて行きました,4.8,0.8,
